MetroShort,post_net,post_bus,post_pop,post_temp,post_perm,pre_net,pre_bus,pre_pop,pre_temp,pre_perm,2010 Population,2019 Population,area,land_area,estab_count,density,density2019,AREA,Msa,MsaName,end,teleworkable_manual_emp,teleworkable_manual_wage,wfh_emp,wfh_wage,MetroState,price_level,cbd_lon,cbd_lat
"Goldsboro, NC",-0.3419240788983997,-0.5552873008208595,-0.6800683848157797,-0.6800683848157797,-0.3419240788983997,-0.4256605880163751,-0.12071463061323032,-0.689546892445106,-0.689546892445106,-0.3849553405284704,171053,171968,1130.7139961389962,1121.5744988416989,4142,152.51149181499244,153.3273092225253,24140,"Goldsboro, NC",Goldsboro,NC,0.17673251,0.24385422,0.24402,0.3230302,NC,119839.8259196092,-77.996309,35.384423
"Grand Junction, CO",-2.0330872390067216,-2.6881011991039663,-2.8922582734621307,-2.8922582734621307,-1.8546302967011905,-1.152038705327931,-1.0409803663196733,-1.6523130002577713,-1.6523130002577713,-1.0006807801873137,146821,151297,4325.976127799228,4313.779901158301,7589,34.03534796955608,35.07295306359394,24300,"Grand Junction, CO",Grand Junction,CO,0.25019151,0.28229931,0.30533361,0.34326184,CO,270051.41385126836,-108.564376,39.068823
"Grand Rapids, MI",-4.6634758985591755,-4.508196721311475,-6.203957879964536,-6.203957879964536,-3.739196191939162,-2.0750660199790443,-1.6517635370094386,-2.796011302810057,-2.796011302810057,-1.6987402866476073,799143,843684,3355.3126586872586,3237.4029042471043,32208,246.84693985775303,260.60519031881466,24340,"Grand Rapids-Wyoming, MI",Grand Rapids-Wyoming,MI,0.26677683,0.3491981,0.29494813,0.37401992,MI,211770.4601282109,-85.669701,42.966202
"Great Falls, MT",-2.2456923207508273,0.7224713502740409,-3.441293091949702,-3.441293091949702,-1.7509609671512931,-1.553310941080891,-0.5979073243647235,-1.9860796177957778,-1.9860796177957778,-1.2853314578811432,82176,82469,3154.4965177606177,3140.4205733590734,4014,26.167195788079574,26.260495393389004,24500,"Great Falls, MT",Great Falls,MT,0.27092353,0.29660368,0.35510203,0.37385404,MT,202808.44556487625,-111.298,47.505901
"Greeley, CO",-2.3253880537162193,-3.4451767525464345,-3.137342162146301,-3.137342162146301,-2.1278156512553674,-1.3111178490038244,-1.7375674056321149,-1.6733013174753768,-1.6733013174753768,-1.2773740475934312,178559,204482,3200.3543567567567,3188.1280687258686,6676,56.0074740257724,64.13857774594386,24540,"Greeley, CO",Greeley,CO,0.25570545,0.30535832,0.31712717,0.35681316,CO,370046.0277693941,-104.692,40.422298
"Green Bay, WI",-5.743372115201221,-6.735644076564926,-7.148777735393224,-7.148777735393224,-4.657002988111132,-2.6753925869413187,1.107087428867046,-3.5431766164409693,-3.5431766164409693,-2.2454542564689426,248368,251664,2583.868746332046,2523.537772200772,9665,98.4205597142296,99.72666261322664,24580,"Green Bay, WI",Green Bay,WI,0.30152082,0.36587563,0.34536955,0.40876964,WI,197550.3065393145,-88.011101,44.514599
"Greensboro, NC",-1.8485865670537116,-3.4948349427352343,-2.4528384032321964,-2.4528384032321964,-1.9168310193348397,-0.7824710804609711,-0.061756119470020215,-1.1023601478520957,-1.1023601478520957,-0.7673419275629221,874876,918756,2653.624923938224,2614.839396138996,35624,334.5811606218796,351.36230598200837,24660,"Greensboro-High Point, NC",Greensboro-High Point,NC,0.2749936,0.37066185,0.31997371,0.40691423,NC,165867.38668440602,-79.790604,36.071899
"Greenville, NC",-0.8128459582107416,-1.7105107939129407,-0.9619508302997057,-0.9619508302997057,-0.8535074360636621,-0.5803850565232902,0.16515276630883566,-0.7644357836349059,-0.7644357836349059,-0.5642739049211896,253411,260689,1595.0684536679537,1577.4902837837838,8477,160.64187691360348,165.25553449033538,24780,"Greenville, NC",Greenville,NC,0.23758149,0.31928006,0.28743246,0.36353299,NC,157647.89499961655,-77.37465,35.611591
"Greenville, SC",1.1030461506093805,-0.5103635038016873,1.2082262597117652,1.2082262597117652,0.9350344889770524,-0.058007604105615916,-0.7464500225670937,-0.12920968396375274,-0.12920968396375274,-0.07258464451557639,606516,665430,2280.4360544401543,2239.4767115830114,28803,270.82934011458156,297.13637858266884,24860,"Greenville-Anderson-Mauldin, SC",Greenville-Anderson-Mauldin,SC,0.27526933,0.36425245,0.31149352,0.38449478,SC,190111.175051776,-82.3974,34.849701
"Gulfport, MS",-1.6942112386254857,-0.5021592849251783,-2.6575927291132553,-2.6575927291132553,-2.0983022127350552,-1.0475006326815797,-0.6528070704027318,-1.5554064016372697,-1.5554064016372697,-1.1718363170229855,341875,363532,2917.280984169884,2875.725288030888,9957,118.88305236349404,126.4140220601264,25060,"Gulfport-Biloxi-Pascagoula, MS",Gulfport-Biloxi-Pascagoula,MS,0.24150307,0.29286602,0.29836509,0.33133119,MS,148390.01321433584,-89.092697,30.368
"Hagerstown, MD",1.0075487292078724,0.10842459069717013,1.0501029945710978,1.0501029945710978,0.9217462074969953,-0.07539265694448388,-0.3903285265098124,-0.16848208399183612,-0.16848208399183612,-0.051418422937032936,301559,317007,1244.3227146718148,1232.0228621621625,9223,244.7673734485521,257.3061018069603,25180,"Hagerstown-Martinsburg, MD-WV",Hagerstown-Martinsburg,MD-WV,0.25126317,0.3052913,0.30157906,0.35840461,MD,204652.34625957216,-77.720703,39.6465
"Hanford, CA",-3.072812734107227,-2.8517110266159698,-4.201897387280478,-4.201897387280478,-2.987954043715485,-1.0879149291628822,-0.9505703422053232,-1.5077002631945318,-1.5077002631945318,-1.068689132121003,153050,150839,744.4733482625483,743.2058725868726,2630,205.93217255843217,202.95722297642175,25260,"Hanford-Corcoran, CA",Hanford-Corcoran,CA,0.23970826,0.24923512,0.29033211,0.29712373,CA,233398.8453419184,-119.645899,36.32798
"Harrisburg, PA",-0.57129601040324,-1.663008610501435,-0.620502289594963,-0.620502289594963,-0.2468482332625952,-0.28229897225530415,-0.48961674826945806,-0.3237452970592223,-0.3237452970592223,-0.14915449170665085,588886,612117,1709.8591254826256,1664.0935992277991,23692,353.8779310690606,367.83808331697503,25420,"Harrisburg-Carlisle, PA",Harrisburg-Carlisle,PA,0.32349467,0.42247415,0.38510406,0.48745069,PA,194838.8098464467,-76.884399,40.2565
"Harrisonburg, VA",-1.5120632002451273,-2.2269558481797054,-1.6391564419221187,-1.6391564419221187,-1.4301320224344884,-0.750036635892517,0.5034856700232379,-0.9988942621531247,-0.9988942621531247,-0.7280551003823456,141480,150126,1027.7707305019303,1021.9519196911197,5164,138.4409552679951,146.9012358677059,25500,"Harrisonburg, VA",Harrisonburg,VA,0.24718574,0.27414089,0.29589379,0.3294217,VA,223596.9258761678,-78.869522,38.446142
"Hartford, CT",-0.8699451284722959,-3.1949396668076795,-0.9617250860240656,-0.9617250860240656,-0.8815747806278285,-0.5613664526967828,-0.7936987570758043,-0.6510876475020999,-0.6510876475020999,-0.5303278540384361,1278432,1272609,1682.232681081081,1637.4277305019305,49641,780.7562899940107,777.2001025107224,73450,"Hartford-West Hartford-East Hartford, CT",Hartford-West Hartford-East Hartford,CT,0.37761199,0.48062438,0.43547434,0.53337711,CT,246905.2558098612,-72.670601,41.764702
"Hattiesburg, MS",-2.2909223036395567,-1.3182674199623352,-2.714406830981651,-2.714406830981651,-2.310906558469085,-1.4830739417428693,-1.1142498430634025,-1.7259734754435898,-1.7259734754435898,-1.4552171016774662,160553,165130,2041.8908567567569,2027.337271814672,6372,79.1940256967154,81.45166682216224,25620,"Hattiesburg, MS",Hattiesburg,MS,0.25052422,0.28351903,0.29468331,0.33258033,MS,153340.0237116866,-89.290528,31.325678
"Hickory, NC",1.7579334457496165,1.6877637130801686,2.0525974830184723,2.0525974830184723,1.441167223984681,0.2415044728343194,0.17580872011251758,0.25453237684224567,0.25453237684224567,0.17362599674183313,413056,419868,2127.6532177606177,2085.2252424710423,14220,198.08699395491615,201.3537873263256,25860,"Hickory-Lenoir-Morganton, NC",Hickory-Lenoir-Morganton,NC,0.20109774,0.25540525,0.23653851,0.28725985,NC,150567.18556809204,-81.341599,35.7328
"Hinesville, GA",-1.8777336766475146,-2.240717029449424,-3.2299268021183534,-3.2299268021183534,-1.5955114294388162,-1.87548489380123,-0.5761843790012804,-2.9127359816499316,-2.9127359816499316,-1.79452871133499,86929,88937,790.7806942084942,762.4448216216216,1562,114.01349649816396,116.64712970420928,25980,"Hinesville, GA",Hinesville,GA,0.26628107,0.28784162,0.30540857,0.33450833,GA,141377.61369243494,-81.596007,31.846641
"Hot Springs, AR",-1.9776495967853933,-2.421858828399917,-2.969900099067653,-2.969900099067653,-1.7711814974955327,-0.9795661392317164,0.08279859242392879,-1.446109974353514,-1.446109974353514,-0.7138426213115816,104616,108007,905.6189451737451,846.6664915057916,4831,123.56223028732488,127.5673492261518,26300,"Hot Springs, AR",Hot Springs,AR,0.200555,0.22875041,0.24058945,0.27375662,AR,149180.77655519883,-93.050932,34.509951
"Houma, LA",-2.5917048624251855,-2.599628624482217,-3.2051264081035744,-3.2051264081035744,-2.3221152273757295,-0.4630213662634503,0.1571204113698043,-0.5890790500352756,-0.5890790500352756,-0.45554574380107365,213127,214029,2400.18112972973,1693.0811011583012,7001,125.88115232884692,126.41390885148655,26380,"Houma-Thibodaux, LA",Houma-Thibodaux,LA,0.2191426,0.26602289,0.26925623,0.30297536,LA,177954.2251809467,-90.717895,29.598402
"Houston, TX",0.3221306880815248,-0.051941357036296466,0.22583587545913167,0.22583587545913167,0.24469251685584312,-0.023704092234135908,-0.0913855454623562,-0.06842917519845872,-0.06842917519845872,-0.05233633008776998,5971020,6939730,9343.713745173744,8964.50764092664,256058,666.073390661173,774.1339823636602,26420,"Houston-The Woodlands-Sugar Land, TX",Houston-The Woodlands-Sugar Land,TX,0.31743258,0.42440853,0.37326643,0.48016521,TX,221189.911728635,-95.363197,29.757401
"Huntsville, AL",1.6582901006537771,-1.6085127443702056,2.055595801068181,2.055595801068181,1.500807659945916,0.5511885424775137,-0.6372185102697352,0.7146778134238032,0.7146778134238032,0.5239665777265835,404830,444494,1296.3304687258687,1240.995449034749,16164,326.21392795185375,358.1753666749778,26620,"Huntsville, AL",Huntsville,AL,0.40514109,0.5850355,0.41486892,0.56752485,AL,194349.48803284575,-86.5858,34.729698
"Idaho Falls, ID",0.431096300670688,1.2052660856666049,0.22600919559623736,0.22600919559623736,0.9473995022567174,0.19234825157126587,0.4264787687743371,0.32184586830893824,0.32184586830893824,0.47327793478719365,104866,118535,2189.297607722008,2143.3976857142857,5393,48.92512514076616,55.30238312284932,26820,"Idaho Falls, ID",Idaho Falls,ID,0.32024261,0.3837491,0.34894282,0.40118551,ID,239316.92138797423,-112.043284,43.491654
"Indianapolis, IN",-1.8303597237478153,-2.772093273735796,-2.4914282664864116,-2.4914282664864116,-1.4342366821276578,-0.6859610347449826,-0.7041305401475578,-0.9322177109135622,-0.9322177109135622,-0.5306470046738738,1665959,1798936,3390.065162934363,3361.9594335907336,74276,495.5321540631072,535.08557599657,26900,"Indianapolis-Carmel-Anderson, IN",Indianapolis-Carmel-Anderson,IN,0.31272539,0.4090918,0.35959107,0.45413646,IN,181759.70939598756,-86.153535,39.767721
"Iowa City, IA",-5.741438275204488,-3.1850708573032134,-6.418286026487631,-6.418286026487631,-4.731209910009299,-2.10818847089355,-1.2487722744492775,-2.386881215426077,-2.386881215426077,-1.733621219523727,172151,190353,1717.952828957529,1704.6243606177609,7127,100.99057832167315,111.66859068646392,26980,"Iowa City, IA",Iowa City,IA,0.29008862,0.35104591,0.36121973,0.42972472,IA,246186.07780031243,-91.529955,41.660093
"Ithaca, NY",-5.700164373691203,-4.35595938001069,-6.137105672018194,-6.137105672018194,-4.779221364076467,-2.8562743464457,-1.630144307856761,-3.3814820652541036,-3.3814820652541036,-2.3969286888383508,88644,88822,358.400294980695,356.72360154440156,3742,248.4949120726077,248.99389783982176,27060,"Ithaca, NY",Ithaca,NY,0.3544502,0.45513558,0.41638419,0.49601236,NY,231074.68685275473,-76.498324,42.438708
"Jackson, MI",-2.5246213366979005,1.8039556618126493,-3.3548402528209142,-3.3548402528209142,-1.4004413004610332,-1.3310770003528012,-1.0432514670723756,-1.66773304311948,-1.66773304311948,-0.8778171772317664,168990,167233,758.4103455598456,742.336098069498,4601,227.64621098107915,225.279358547836,27100,"Jackson, MI",Jackson,MI,0.29569119,0.40103766,0.32452288,0.42001873,MI,151443.91529347005,-84.408302,42.247002
"Jackson, MS",-1.1385370215789912,0.749770009199632,-1.4899415345853784,-1.4899415345853784,-1.1531576254099294,-0.4965905091880295,0.4783808647654094,-0.6680935922653606,-0.6680935922653606,-0.4954004600389996,577976,588211,5051.706322393822,5014.297587644788,21740,115.26559600773015,117.30675926561476,27140,"Jackson, MS",Jackson,MS,0.29780158,0.36943841,0.35386786,0.42772666,MS,144799.39756966665,-90.184303,32.300598
"Jackson, TN",-0.6317351466605198,-2.276064610866373,-0.8909122341958162,-0.8909122341958162,-0.5618625021610096,-0.4566933671411283,-0.4221732745961821,-0.6382902091857316,-0.6382902091857316,-0.4113121650435083,138517,138824,1321.695922007722,1314.7548652509652,5448,105.35576148908898,105.58926509353572,27180,"Jackson, TN",Jackson,TN,0.23080856,0.26938289,0.30233216,0.32931677,TN,126836.82940687478,-88.819367,35.6144
"Jacksonville, FL",2.749414196652458,4.091697222932833,3.336604411025262,3.336604411025262,2.1798128715702156,0.6342779583479853,1.0673374833006453,0.7745026833572694,0.7745026833572694,0.48606067378065815,1365245,1521415,3268.717358687258,3058.3247305019304,70362,446.4028905707265,497.4667944271262,27260,"Jacksonville, FL",Jacksonville,FL,0.31392929,0.40762556,0.36613652,0.46043634,FL,233817.61514229517,-81.659069,30.33006
"Jacksonville, NC",-2.2534326006320766,-0.8795548375516065,-3.7463814944981007,-3.7463814944981007,-2.483600534697816,-1.720505307141403,-1.0411057260814935,-2.555439487964873,-2.555439487964873,-1.6899637928134488,205229,225922,1043.482050965251,998.76538996139,5571,205.48269099306063,226.20127035913177,27340,"Jacksonville, NC",Jacksonville,NC,0.22761485,0.27445671,0.25546068,0.3171832,NC,171074.68514386634,-77.42009,34.749698
"Janesville, WI",-4.148967865503299,-1.481103166496425,-5.320834220046819,-5.320834220046819,-3.4986167269631836,-1.7352628218769952,-0.10214504596527069,-2.1795701213024046,-2.1795701213024046,-1.4309427537773995,231978,234950,1234.9064231660232,1200.238267953668,7832,193.2766236453268,195.75279865103388,27500,"Janesville-Beloit, WI",Janesville-Beloit,WI,0.27125108,0.31709501,0.30562428,0.35030547,WI,169602.95546364575,-89.026943,42.681524
"Jefferson City, MO",-1.5118270822711206,-2.7127659574468086,-2.048900932073764,-2.048900932073764,-1.4333426903532942,-0.834684372439948,-0.9219858156028369,-1.099010638358817,-1.099010638358817,-0.7401593748746828,173722,174557,3237.72916988417,3197.064833976834,5640,54.33796592229471,54.59914298418161,27620,"Jefferson City, MO",Jefferson City,MO,0.34570253,0.42167452,0.40289593,0.46687266,MO,168145.41139758012,-92.170752,38.573893
"Johnson City, TN",0.7431924037427354,1.2528801843317972,0.7667345233643997,0.7667345233643997,0.9232203773201683,-0.07431924037427354,0.5760368663594471,-0.16885700701185877,-0.16885700701185877,0.057239663393850435,213460,216633,919.8857467181468,901.5819023166024,6944,236.76162914485911,240.28099881260312,27740,"Johnson City, TN",Johnson City,TN,0.25007829,0.307318,0.30309084,0.36187345,TN,156711.05585813595,-82.343143,36.320382
"Johnstown, PA",-0.8994216847979941,-0.07380073800738007,-1.2409916285841387,-1.2409916285841387,-0.3348566344481741,-0.7611113357867918,0.14760147601476015,-0.9312896833420956,-0.9312896833420956,-0.4861083026651029,133572,123635,601.7011803088803,596.4048528957529,4065,223.96196032185435,207.3004594105985,27780,"Johnstown, PA",Johnstown,PA,0.2651937,0.31610015,0.32499018,0.36932415,PA,114102.98116937872,-78.920097,40.325699
"Jonesboro, AR",-5.214512509057064,-10.440874914559126,-6.505711104696714,-6.505711104696714,-5.175633405397127,-1.7737118351526007,-2.734107997265892,-2.3436441501675924,-2.3436441501675924,-1.7342436541644821,156370,169757,1828.1869833976832,1815.6966853281856,5852,86.12121245996342,93.4941399473429,27860,"Jonesboro, AR",Jonesboro,AR,0.21591391,0.25361294,0.27824724,0.31688547,AR,138339.38292562513,-90.709377,35.838336
"Joplin, MO",-3.625570776255708,-4.47733918128655,-4.923026744944553,-4.923026744944553,-3.6803652968036533,-1.400521852576647,-1.114766081871345,-1.79119373776908,-1.79119373776908,-1.3763861709067189,151456,153300,1288.073280694981,1282.197047104247,5472,118.12224988511151,119.56040637140556,27900,"Joplin, MO",Joplin,MO,0.22722319,0.2663022,0.2768456,0.29780418,MO,133170.0857398917,-94.513508,37.085398
"Kalamazoo, MI",-6.609751585550712,-4.5881036412154605,-8.449156075620483,-8.449156075620483,-5.5939499195144915,-2.2072080778183043,-1.4547645691658775,-2.7568840649737556,-2.7568840649737556,-1.8319771824273765,353652,362177,1223.153525868726,1183.903404633205,11617,298.71693806773703,305.9176944526223,28020,"Kalamazoo-Portage, MI",Kalamazoo-Portage,MI,0.27961016,0.35184675,0.32143331,0.38785452,MI,181694.7539416703,-85.584099,42.290699
"Kankakee, IL",-6.909598807575647,-12.488144166930129,-9.404934385390717,-9.404934385390717,-6.546868322579972,-3.0811244645034868,-3.8254821372115084,-4.054451265908546,-4.054451265908546,-2.9748069085564786,98027,95939,516.896733976834,512.4626853281853,3163,191.28612249538267,187.21167949732745,28100,"Kankakee, IL",Kankakee,IL,0.21985066,0.25413939,0.27724481,0.29689351,IL,145669.75159772098,-87.861547,41.117357
"Kansas City, MO",-0.9997196466392475,-1.5789473684210527,-1.3666448811519456,-1.3666448811519456,-0.8621199068213838,-0.3775217918089723,-0.381578947368421,-0.5000819733677636,-0.5000819733677636,-0.32949295140112256,2134909,2250731,9722.363322007724,9577.907863320464,91200,222.89930436435324,234.9919243449183,28140,"Kansas City, MO-KS",Kansas City,MO-KS,0.34792081,0.4454512,0.39479804,0.48864263,MO,203943.5548825452,-94.583504,39.101601
"Kennewick, WA",-1.2215313719360403,-3.308794427293596,-1.679345120242685,-1.679345120242685,-0.9963296166359837,-0.37485382148274227,-0.5936832106388031,-0.5794747994025495,-0.5794747994025495,-0.28772563594891565,306508,345468,3927.7993285714288,3838.6553613899614,12633,79.84775165880343,89.99713896558494,28420,"Kennewick-Richland, WA",Kennewick-Richland,WA,0.27111742,0.33908379,0.31663498,0.35940728,WA,295423.22881406546,-119.120164,46.202718
"Killeen, TX",-2.98454537395467,-2.1469029782568976,-4.697345147686449,-4.697345147686449,-2.9906664358955957,-1.6490985153258728,-0.8130824045313357,-2.4091866586178217,-2.4091866586178217,-1.532165125144056,433621,473774,4183.372983783784,4132.20367992278,10946,104.9369860703728,114.65407726679474,28660,"Killeen-Temple, TX",Killeen-Temple,TX,0.30000001,0.33442914,0.36031473,0.38821179,TX,162247.43475589922,-97.728996,31.122101
"Kingsport, TN",1.0352987892159846,-0.6708357021034679,1.1287414699129297,1.1287414699129297,1.109271576196774,-0.10983838066844501,-0.35247299602046617,-0.21781943594949357,-0.21781943594949357,-0.06500638855887561,317710,312277,2536.071245173745,2500.129338996139,8795,127.07742557333778,124.90433799932391,28700,"Kingsport-Bristol-Bristol, TN-VA",Kingsport-Bristol-Bristol,TN-VA,0.24874286,0.32238421,0.28158811,0.34237808,TN,144697.1476204808,-82.559402,36.5466
"Kingston, NY",1.1053353409995492,1.0437131630648329,0.8925163282726079,0.8925163282726079,0.13283205616350333,-0.751436216636136,-0.19646365422396855,-0.82360670202461,-0.82360670202461,-0.39082355874821373,212549,208534,1448.6674945945945,1434.4747555984557,8144,148.17200454066244,145.37307065609576,28740,"Kingston, NY",Kingston,NY,0.27460095,0.30111599,0.33760926,0.35644352,NY,237134.88194407817,-73.996169,41.927154
"Knoxville, TN",0.3549866520637963,1.315585822628076,0.40028749401054137,0.40028749401054137,0.46519268943801767,-0.014785406256417277,-0.18186039312799876,-0.035827229789855565,-0.035827229789855565,0.06790334725169415,689520,730450,2233.630062162162,2146.718705405405,25844,321.19718259490594,340.26349058250526,28940,"Knoxville, TN",Knoxville,TN,0.29700688,0.38854551,0.34945592,0.42547292,TN,189039.00565764811,-83.919998,35.9646
"Kokomo, IN",-10.514872914818318,-9.891984081864697,-12.463804853318255,-12.463804853318255,-9.507746005128254,-3.233920580292291,-3.2120523024445706,-3.858865739160955,-3.858865739160955,-2.8741627587282705,102310,102569,609.5957096525096,608.5778976833977,3518,168.11323643111507,168.5388187616366,29020,"Kokomo, IN",Kokomo,IN,0.22189923,0.2752988,0.23751345,0.26009741,IN,113520.24651171346,-86.1306,40.487701
"La Crosse, WI",-4.438727546005708,-1.6712664826740264,-5.170033944866332,-5.170033944866332,-3.518331916618348,-1.445612217900147,-1.0272922416436676,-1.7197606408430484,-1.7197606408430484,-1.0909643607050175,173852,177641,1857.1404548262549,1825.4288575289577,6522,95.23898961219425,97.31466623162116,29100,"La Crosse-Onalaska, WI-MN",La Crosse-Onalaska,WI-MN,0.28367144,0.34944367,0.32613766,0.37473899,WI,201685.02935546584,-91.2621,43.814999
"Lafayette, LA",-0.8411933207573534,-1.2083862002295933,-0.914448403549221,-0.914448403549221,-0.9802277649689094,-0.47159924544120724,0.2356353090447707,-0.5858659959477399,-0.5858659959477399,-0.47753790260602247,276241,286260,763.1015934362935,709.6374138996139,16551,389.27062551845296,403.38910321390506,29180,"Lafayette, LA",Lafayette,LA,0.24472776,0.31087083,0.30385208,0.36816373,LA,174835.0680464573,-92.0215,30.225201
"Lake Charles, LA",-6.331724621540238,-6.333642506956407,-7.701088974136863,-7.701088974136863,-5.315967495771975,-1.3973105638741081,-0.27825626076586724,-1.6784226374623603,-1.6784226374623603,-1.484449119333416,184861,193944,2360.8574416988417,1968.361418146718,7547,93.91618749266746,98.5306855803977,29340,"Lake Charles, LA",Lake Charles,LA,0.21407752,0.29567829,0.25688434,0.32198793,LA,201799.49281046548,-93.216904,30.229601
"Lake Havasu City, AZ",7.1689799941059675,16.091954022988507,8.607365608800468,8.607365608800468,2.173545454106257,2.796283860495002,4.9096880131362886,3.4805231195860644,3.4805231195860644,0.9831440318084537,199445,206989,11692.248076447877,11543.249196911196,6090,17.278064139286585,17.931606298111213,29420,"Lake Havasu City-Kingman, AZ",Lake Havasu City-Kingman,AZ,0.2123618,0.24755459,0.27205974,0.30285826,AZ,236292.41466680623,-114.319807,34.477707
"Lakeland, FL",5.066044609804335,5.530516431924883,5.733043123166725,5.733043123166725,2.3433892668501164,1.272850047107996,0.863849765258216,1.4381150395947377,1.4381150395947377,0.29372436083924297,653078,749342,2396.184496138996,2187.624720849421,21300,298.5329219293243,342.5368130366721,29460,"Lakeland-Winter Haven, FL",Lakeland-Winter Haven,FL,0.26082939,0.3150284,0.31366169,0.36554962,FL,194919.1920809113,-81.955299,28.0481
"Lancaster, PA",-1.3254272758981513,-2.250977220649683,-1.4541002694931342,-1.4541002694931342,-1.0099485134494948,-0.6408487732249114,-0.18870467718021297,-0.7437004027646906,-0.7437004027646906,-0.5006359899143973,555785,576267,1164.7329030888031,1122.840911969112,22257,494.9810735212051,513.2223041191185,29540,"Lancaster, PA",Lancaster,PA,0.24055651,0.30670777,0.29463229,0.35845444,PA,238529.0171035254,-76.306099,40.039299
"Lansing, MI",-5.697414703245282,-6.3106048945667235,-6.872920966210231,-6.872920966210231,-4.583026065181523,-2.4988195597621083,-2.0778820994305067,-3.036251452339394,-3.036251452339394,-2.057414491031307,364686,376978,800.4866733590734,786.2835891891892,12994,463.809756446859,479.44279288435536,29620,"Lansing-East Lansing, MI",Lansing-East Lansing,MI,0.36431348,0.44880426,0.40994588,0.49284297,MI,158667.92461758395,-84.552597,42.730499
"Laredo, TX",-0.1019386547738236,-1.1228275727396992,-0.14784745608446345,-0.14784745608446345,-0.4274142168016747,0.07645399108036771,0.019527436047646944,0.06374806589605898,0.06374806589605898,-0.038591062164376085,252035,274675,2797.7797996138997,2785.459244015444,10242,90.4823865369766,98.61031016344572,29700,"Laredo, TX",Laredo,TX,0.26591164,0.30128995,0.33681896,0.37159777,TX,166865.14080627428,-99.506401,27.504801
"Las Cruces, NM",0.07729992884311186,-0.21119324181626187,-0.01684216992674426,-0.01684216992674426,0.004095360468509238,0.27541299150724624,0.6687785990848293,0.33110989387897183,0.33110989387897183,0.25032890863762713,189555,195343,2606.097808880309,2602.747166795367,5682,72.82881811120734,75.05262228006423,29740,"Las Cruces, NM",Las Cruces,NM,0.30582881,0.3728475,0.34512526,0.40245411,NM,180685.85598414077,-106.788,32.311901
"Las Vegas, NV",0.01862429746030639,1.169569938157957,-0.31783326941743567,-0.31783326941743567,0.03435861772849628,0.3807430268978893,0.36113864891658404,0.3796787813287289,0.3796787813287289,0.3527148353997435,1948681,2179948,5332.802737837838,5193.078828957529,84732,375.24579621896146,419.77949339883367,29820,"Las Vegas-Henderson-Paradise, NV",Las Vegas-Henderson-Paradise,NV,0.23964137,0.32357496,0.30407009,0.37342075,NV,304830.5397351315,-115.141,36.1702
"Lawrence, KS",-3.3836479532307386,4.473304473304474,-4.4782058682649435,-4.4782058682649435,-3.168715687599023,-1.46399577504575,-0.25252525252525254,-1.7890961791184095,-1.7890961791184095,-1.322754571916336,73018,81421,381.0334042471043,374.7952297297297,2772,194.82104949055605,217.24129215495583,29940,"Lawrence, KS",Lawrence,KS,0.30184817,0.36799163,0.350474,0.40940413,KS,211796.15148486805,-95.235902,38.97321
"Lawton, OK",-2.892740899997014,-2.711961176134742,-4.036176057810027,-4.036176057810027,-2.902445579145391,-1.4459971931081848,-1.1133314302026833,-2.1631729821732506,-2.1631729821732506,-1.4012063662695213,136697,133956,2031.9340451737453,2013.9489297297296,3503,67.87510744790565,66.51409974828745,30020,"Lawton, OK",Lawton,OK,0.26654515,0.32688621,0.34411854,0.38242462,OK,97392.3533721265,-98.395599,34.6049
"Lebanon, PA",-0.5197471847027495,-0.4044216770018873,-0.4161185793576951,-0.4161185793576951,-0.3914145465045398,-0.27511309313741217,-0.21569156106767323,-0.31914722961917286,-0.31914722961917286,-0.17725945651127722,119648,124676,404.33584362934357,403.4119833976834,3709,296.5900987677182,309.053784049579,30140,"Lebanon, PA",Lebanon,PA,0.20704713,0.2296679,0.25906166,0.28456482,PA,191189.52470343176,-76.423713,40.333413
"Lewiston, ID",-3.7915829258781537,-3.47247875877355,-5.041695413504514,-5.041695413504514,-3.563608003119657,-2.263251042385338,-0.8865903213889916,-3.253742088370279,-3.253742088370279,-2.119266880643129,65003,66674,1905.4491208494208,1889.253103861004,2707,34.40671864831426,35.291195162649494,30300,"Lewiston, ID-WA",Lewiston,ID-WA,0.22166246,0.23441455,0.27285117,0.27638942,ID,230855.14213027907,-117.015996,46.417745
"Lewiston, ME",-1.5603799185888738,-4.909867172675521,-2.2873180795895984,-2.2873180795895984,-1.5752495306778684,-0.6765673500492556,-1.5417457305502846,-0.8599282541216705,-0.8599282541216705,-0.5111429155591903,107702,107602,497.118577992278,467.925266023166,4216,230.1692338935763,229.95552455308717,74650,"Lewiston-Auburn, ME",Lewiston-Auburn,ME,0.28531143,0.31519419,0.34115347,0.36540416,ME,182343.68375052168,-70.226997,44.0947
"Lexington, KY",-2.246691236542546,-1.9239158886659107,-2.8253844338338086,-2.8253844338338086,-2.0970933715800366,-0.8917775639512718,-0.532239769653608,-1.1673898440478567,-1.1673898440478567,-0.7942847805958497,510995,550810,1973.783447876448,1953.598781853282,22922,261.56599028754744,281.9463265008151,30460,"Lexington-Fayette, KY",Lexington-Fayette,KY,0.26912341,0.34080881,0.30464965,0.36847436,KY,193911.9745187066,-84.497398,38.047401
