MetroShort,post_pct_change,pre_pct_change,2010 Population,2019 Population,area,land_area,estab_count,density,density2019,AREA,Msa,MsaName,end,teleworkable_manual_emp,teleworkable_manual_wage,wfh_emp,wfh_wage,MetroState,price_level,cbd_lon,cbd_lat
"Syracuse, NY",28.747252639328806,5.229458434891376,593799,583315,2416.0953934362933,2382.179794980695,21234,249.26707935779973,244.86606814022076,45060,"Syracuse, NY",Syracuse,NY,0.32639894,0.39347753,0.38042909,0.4399682,NY,145769.87730672475,-76.150497,43.048199
"Tallahassee, FL",27.694748920473856,7.3900646615166,372046,386474,2622.1193918918916,2499.7504590733593,15634,148.83325599544642,154.60503211319073,45220,"Tallahassee, FL",Tallahassee,FL,0.38014126,0.44594127,0.43416938,0.49343306,FL,194249.23609805809,-84.281197,30.4405
"Tampa, FL",44.34451999113314,5.67814685597683,2776089,3084405,2723.180076061776,2501.362783783784,141928,1109.8306163333257,1233.0898260724318,45300,"Tampa-St. Petersburg-Clearwater, FL",Tampa-St. Petersburg-Clearwater,FL,0.34797734,0.43807134,0.39938056,0.49317366,FL,234190.1838608375,-82.456398,27.9491
"Terre Haute, IN",27.326842684212092,6.843646100706481,174868,172141,1538.3630907335908,1518.1293467181467,5245,115.1864960505672,113.39020642221956,45460,"Terre Haute, IN",Terre Haute,IN,0.2212273,0.24653159,0.26568964,0.2922712,IN,104211.0436072368,-87.410004,39.465302
"Texarkana, TX",22.371429677394637,4.93636914587996,138681,139722,1672.233042857143,1621.5548111969113,4669,85.5234735467474,86.16544999602425,45500,"Texarkana, TX-AR",Texarkana,TX-AR,0.23841801,0.25641912,0.29689381,0.31172878,TX,130147.61797873642,-94.037102,33.426701
"Toledo, OH",22.702436398109267,5.511278310264016,635691,628193,1540.9027351351351,1515.6512787644788,22380,419.4177175888371,414.4706693429424,45780,"Toledo, OH",Toledo,OH,0.25834081,0.31394958,0.30763268,0.35740691,OH,129293.36576876829,-83.536598,41.654099
"Topeka, KS",31.791430290678193,6.314132292372952,211650,210037,2517.3550675675674,2472.009136679537,6493,85.61861558662905,84.96610990771937,45820,"Topeka, KS",Topeka,KS,0.32149363,0.39753208,0.37747237,0.44099402,KS,130264.84774779416,-95.675499,39.050999
"Trenton, NJ",28.461186618752464,4.537690833722638,267880,264595,134.3674069498069,131.29158108108106,11597,2040.344078380523,2015.3234336982769,45940,"Trenton, NJ",Trenton,NJ,0.42696351,0.54826015,0.49445292,0.60267299,NJ,274314.17399192794,-74.759697,40.219101
"Tucson, AZ",36.34804712697502,7.122627251028896,937014,974966,2845.224657915058,2844.0894845559847,34767,329.4600978936095,342.8042631198049,46060,"Tucson, AZ",Tucson,AZ,0.3300246,0.40594903,0.37286454,0.4464902,AZ,228572.2942994275,-110.97,32.2211
"Tulsa, OK",31.32165638849808,6.779948364185366,904929,952930,5940.797357142857,5786.523571428572,39908,156.38560680339404,164.68091562007436,46140,"Tulsa, OK",Tulsa,OK,0.29516971,0.38411924,0.35133934,0.43774456,OK,156122.21310151057,-95.990799,36.1521
"Tuscaloosa, AL",24.291920720586862,6.988112152243267,227994,238660,3312.2395583011585,3255.527340926641,6892,70.0328936371656,73.30916776514269,46220,"Tuscaloosa, AL",Tuscaloosa,AL,0.22178003,0.2819863,0.26611057,0.30648509,AL,157987.34590484062,-87.565498,33.209599
"Tyler, TX",34.58683835406943,5.661877374564634,212561,228843,991.9320247104248,962.8508042471044,10000,220.76213579757132,237.67233614032497,46340,"Tyler, TX",Tyler,TX,0.2638205,0.31061065,0.32635415,0.36476904,TX,177183.7726502554,-95.302399,32.350899
"Utica, NY",29.42094813258571,5.984479632930622,276277,269477,2698.7693316602317,2637.4638532818535,8170,104.751009063583,102.17277467696246,46540,"Utica-Rome, NY",Utica-Rome,NY,0.30828804,0.35758936,0.3710514,0.40434927,NY,133799.13849260405,-75.231598,43.102001
"Valdosta, GA",33.40614478176555,5.380298795357786,146575,151361,1641.8811706563706,1607.8071922779925,5260,91.1645380764393,94.1412631607568,46660,"Valdosta, GA",Valdosta,GA,0.21128754,0.28460109,0.28307438,0.34262639,GA,129894.27622851674,-83.277791,30.832668
"Vallejo, CA",22.045871803018127,2.3320196617945257,353779,376664,433.9128988416989,422.70539305019304,11264,836.9398777885747,891.0792390937723,46700,"Vallejo-Fairfield, CA",Vallejo-Fairfield,CA,0.24401052,0.30841136,0.30010083,0.35476646,CA,453588.1787432024,-122.259,38.1017
"Victoria, TX",22.3331680461842,6.175878936145435,129095,135717,3122.7531478764477,2884.533925482626,5104,44.75419715453702,47.04988864961695,47020,"Victoria, TX",Victoria,TX,0.25128824,0.26470685,0.31288674,0.33172381,TX,164452.83799298026,-97.004898,28.796499
"Vineland, NJ",35.61224410377154,5.786813477275903,69603,68239,304.4042698841699,288.7729003861004,1452,241.03023485561883,236.30679994127513,47220,"Vineland-Bridgeton, NJ",Vineland-Bridgeton,NJ,0.22530302,0.23147467,0.27818686,0.2830539,NJ,150445.81423679326,-75.022367,39.487134
"Virginia Beach, VA",25.112734259269466,4.6045590871899025,1634069,1680325,3043.747148648649,2514.501953667954,64138,649.8579162431555,668.2536068619381,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Virginia Beach-Norfolk-Newport News,VA-NC,0.30519652,0.39614105,0.34641182,0.42769811,VA,246672.9063161683,-76.057344,36.750525
"Visalia, CA",31.188953882984904,5.2928319574696525,408717,425482,2901.0995691119692,2891.3355247104246,10132,141.35924264304612,147.15760117207884,47300,"Visalia-Porterville, CA",Visalia-Porterville,CA,0.21882217,0.27207389,0.26936284,0.32376823,CA,233237.55132691143,-119.295,36.330502
"Waco, TX",39.82125637301051,6.443857746013354,225376,242129,1161.3203637065635,1135.8054525096525,8138,198.4283483602001,213.1782335302201,47380,"Waco, TX",Waco,TX,0.29967549,0.3680484,0.3473382,0.40433186,TX,162214.57790333702,-97.133598,31.5543
"Warner Robins, GA",33.00710637644042,4.832966557284896,132758,144503,572.4784606177607,565.5239424710425,3718,234.75221830558985,255.52056977216176,47580,"Warner Robins, GA",Warner Robins,GA,0.33585522,0.45605308,0.35000509,0.44824097,GA,153675.14279991225,-83.606934,32.619171
"Waterloo, IA",19.111204122283773,4.56600121602032,188067,189564,2265.6334552123553,2255.3196034749035,6601,83.38818130709019,84.05194532425809,47940,"Waterloo-Cedar Falls, IA",Waterloo-Cedar Falls,IA,0.26490468,0.3123852,0.30636242,0.34740162,IA,147790.58561553466,-92.3368,42.5014
"Wausau, WI",20.754403835846873,7.5247614661474085,147355,147454,1975.0348795366797,1963.488327799228,5874,75.0475558798776,75.09797634767381,48140,"Wausau, WI",Wausau,WI,0.26594284,0.32284588,0.30669415,0.36500844,WI,165293.0151893561,-89.628502,44.962502
"Wenatchee, WA",27.60495551985426,9.495540074218496,112630,119525,4240.920864478764,4138.098413513513,5733,27.21781570786033,28.884039975867935,48300,"Wenatchee, WA",Wenatchee,WA,0.19896594,0.22785683,0.24785352,0.26920587,WA,358027.92688464443,-120.31249,47.422198
"Wichita Falls, TX",34.83924699510864,6.76615967237251,162002,161394,3104.7908633204634,3044.722001930502,5596,53.207484918913075,53.00779509514115,48660,"Wichita Falls, TX",Wichita Falls,TX,0.27085584,0.31141201,0.31768787,0.35766387,TX,107369.85651069209,-98.4916,33.906799
"Wichita, KS",28.772579687082168,7.8248735791997,596187,611649,4098.489037065637,4067.984588416988,22450,146.55586496014718,150.3567643155739,48620,"Wichita, KS",Wichita,KS,0.29718778,0.36983702,0.33535591,0.3976042,KS,138907.4661085112,-97.337502,37.686901
"Williamsport, PA",20.18637055812417,5.433238112199111,95335,93630,1200.9865366795366,1188.7917984555984,3410,80.19486685881672,78.76063758316474,48700,"Williamsport, PA",Williamsport,PA,0.2386073,0.2954084,0.29523155,0.35392398,PA,166561.71293540602,-77.006018,41.240057
"Wilmington, NC",38.01161131146139,5.7705236075739474,377018,433424,2205.592268725869,2121.859474131274,19852,177.6828317786491,204.26611907343735,48900,"Wilmington, NC",Wilmington,NC,0.26419732,0.35331386,0.31352213,0.40209645,NC,264449.52343992074,-77.9487,34.2281
"Winchester, VA",28.388584870752144,4.885858345799256,104919,109868,1065.9007633204633,1060.7568764478765,4793,98.909563849672125,103.57510042066524,49020,"Winchester, VA-WV",Winchester,VA-WV,0.23115605,0.29355648,0.27867803,0.34275076,VA,250357.32917938175,-78.164154,39.183908
"Winston, NC",34.180123437979155,6.534792707268361,282312,291550,769.5516791505792,758.2967737451737,11636,372.2975090684893,384.4800744173753,49180,"Winston-Salem, NC",Winston-Salem,NC,0.26187831,0.35168767,0.30600369,0.38887295,NC,168826.387406048,-80.246803,36.097599
"Worcester, MA",29.837994167134113,4.7601119304910595,796645,822431,1524.656755984556,1472.229376061776,28709,541.1147290995042,558.6296628586564,79600,"Worcester, MA-CT",Worcester,MA-CT,0.31928214,0.38053605,0.36986655,0.42283213,MA,296889.09774769587,-71.800301,42.263802
"Yakima, WA",26.82447421404862,13.091079383193078,172584,175056,1779.1571092664094,1775.9326146718147,5327,97.17936287345724,98.57130757877864,49420,"Yakima, WA",Yakima,WA,0.23297589,0.25739917,0.29090744,0.30790058,WA,228145.3850196948,-120.505,46.599098
"York, PA",27.807991765653984,5.627570040123379,364729,372431,763.5306579150579,758.8796687258688,10854,480.6150632713176,490.764234895498,49620,"York-Hanover, PA",York-Hanover,PA,0.25058788,0.32871148,0.29218242,0.36305711,PA,192980.34750481337,-76.726997,39.961601
"Youngstown, OH",30.5676828133239,5.984838578179243,480949,461018,1134.1138328185327,1101.1170571428572,15876,436.7828078587311,418.68209833769583,49660,"Youngstown-Warren-Boardman, OH-PA",Youngstown-Warren-Boardman,OH-PA,0.24041753,0.28764063,0.28898236,0.32354,OH,101142.3991644694,-80.648598,41.099998
"Yuba City, CA",27.93056925155146,6.9886215524634006,133002,136710,848.3279277992278,835.141283011583,3305,159.2568858773029,163.69685319232852,49700,"Yuba City, CA",Yuba City,CA,0.24950467,0.29240558,0.31410834,0.35860741,CA,298569.2742420961,-121.638012,39.145427
"Yuma, AZ",41.7281063266781,6.566686179669515,195038,208985,2015.654116216216,2010.5906996138997,5255,97.00532288220262,103.94209027234238,49740,"Yuma, AZ",Yuma,AZ,0.24496481,0.27326667,0.28302735,0.31503668,AZ,168880.11043669353,-114.620827,32.722265
